Gyroscope_x,Gyroscope_y,Gyroscope_z,Gyroscope_t,Gravity_x,Gravity_y,Gravity_z,Gravity_t,Magnetic_Field_x,Magnetic_Field_y,Magnetic_Field_z,Magnetic_Field_t
1.760849, -2.137619, 0.095458984, 70.52432, -0.84755963, 4.315052, 8.765407, 90.499825, -33.92334, -29.992676, 20.751953, 70.52432, 
1.0522919, -0.45498657, 0.051879883, 70.72574, -1.1875715, 3.7506258, 8.982921, 90.69514, -29.0802, -18.208313, 30.66101, 70.72574, 
0.30899048, -0.6698303, 0.1690979, 70.927155, -1.1600397, 3.407499, 9.122151, 90.88654, -23.780823, -16.259766, 33.36792, 70.927155, 
0.21994019, 0.19413757, -0.1875763, 71.12857, -1.0442845, 3.3979194, 9.139693, 91.081856, -23.257446, -16.351318, 31.977844, 71.12857, 
0.08255005, 0.29396057, -0.47418213, 71.32999, -1.0513709, 3.3747447, 9.147465, 91.27717, -24.952698, -16.990662, 30.812073, 71.32999, 
-1.68219, 0.30891418, 0.048324585, 71.5314, -1.173209, 3.3796375, 9.130828, 91.468575, -26.629639, -24.472046, 29.621887, 71.5314, 
-2.2460938, 1.5857391, 0.7519684, 71.73282, -1.3227372, 3.5744643, 9.035705, 91.66389, -32.49054, -34.321594, 18.093872, 71.73282, 
-0.35939026, 1.5545349, 0.45396423, 71.934235, -1.3951261, 3.6566038, 8.991844, 91.85529, -38.86261, -36.035156, 3.0700684, 71.934235, 
0.6965332, -0.24665833, -0.018066406, 72.13565, -1.494019, 3.6569884, 8.975786, 92.050606, -38.937378, -33.57849, 0.79345703, 72.13565, 
1.5383911, -0.689682, 0.19664001, 72.33707, -1.5624406, 3.3978975, 9.065509, 92.24592, -38.380432, -30.709839, 8.110046, 72.33707, 
1.1314545, 0.087020874, 0.10340881, 72.53848, -1.4834338, 3.2484643, 9.1333065, 92.437325, -40.20233, -27.320862, 14.7994995, 72.53848, 
-0.82795715, 0.7475586, -0.45211792, 72.7399, -1.4946945, 3.1957119, 9.150065, 92.69514, -39.215088, -28.427124, 14.686584, 72.7399, 
-2.6795197, 2.2234344, 0.36761475, 72.941315, -1.5204886, 3.0809507, 9.18511, 92.89045, -38.894653, -31.576538, -9.605408, 72.941315, 
0.33096313, 1.2563324, 0.7126312, 73.14273, -1.4870716, 3.0003762, 9.217198, 93.08576, -32.22351, -25.624084, -24.720764, 73.14273, 
0.754364, 1.210083, 0.20652771, 73.34415, -1.481979, 2.968852, 9.22822, 93.27717, -28.536987, -25.58136, -28.141785, 73.34415, 
1.1455536, 0.07472229, -0.056915283, 73.54556, -1.4503577, 3.0735679, 9.198915, 93.47248, -28.137207, -30.671692, -26.901245, 73.54556, 
0.8805542, 0.028701782, -0.081710815, 73.74698, -1.4453688, 3.0483096, 9.208099, 93.66389, -29.808044, -36.920166, -22.883606, 73.74698, 
-2.8505096, 1.8288116, 0.21231079, 73.948395, -1.4952208, 3.0265362, 9.207322, 93.8592, -23.24524, -25.02594, -32.992554, 73.948395, 
-1.8233032, 2.2320251, 0.7195587, 74.14981, -1.0999622, 3.9421966, 8.911765, 94.05451, -4.3411255, -2.1835327, -35.697937, 74.14981, 
0.88772583, -0.17274475, 0.42816162, 74.35123, -0.83181536, 2.7013998, 9.390469, 94.24592, 1.4404297, -5.7037354, -33.9859, 74.35123, 
1.929184, -0.8684845, 0.26101685, 74.55264, -1.2278527, 1.8184576, 9.558032, 94.50373, -4.614258, -13.7146, -36.14044, 74.55264, 
1.3647766, -0.9566345, -0.12600708, 74.75406, -0.6669062, 1.6191864, 9.649034, 94.69904, -12.843323, -24.33014, -31.573486, 74.75406, 
-2.611435, 0.33041382, 0.21348572, 74.955475, -0.5725163, 0.8092268, 9.756422, 94.894356, -12.214661, -16.998291, -32.507324, 74.955475, 
-2.1437073, 1.5728912, 0.13008118, 75.15689, -0.6992466, 1.1187415, 9.717503, 95.08576, -2.1621704, -0.340271, -28.692627, 75.15689, 
1.5794525, -0.74494934, 0.10432434, 75.35831, -0.66959465, 1.4142238, 9.681013, 95.281075, -0.119018555, -6.3568115, -29.676819, 75.35831, 
1.7565155, -1.1817017, 0.24389648, 75.55972, -0.7324326, 1.0957748, 9.717675, 95.47248, -9.767151, -15.193176, -31.808472, 75.55972, 
1.2958069, -0.8933563, -0.22601318, 75.76114, -0.8434392, 1.0090438, 9.718067, 95.66779, -14.898682, -25.4776, -26.737976, 75.76114, 
-3.2451324, 0.92489624, 0.38050842, 75.962555, -0.9730376, 1.013167, 9.705518, 95.863106, -13.700867, -17.54303, -29.808044, 75.962555, 
-1.3748627, 1.9850769, 0.16419983, 76.16397, -0.89483243, 1.0029817, 9.714098, 96.05451, -2.9815674, 0.14190674, -27.583313, 76.16397, 
1.3080597, -0.84469604, 0.0048065186, 76.36539, -0.783801, 1.1920727, 9.70232, 96.31623, 0.16174316, -4.902649, -29.61731, 76.36539, 
2.2322998, -0.9194946, 0.026672363, 76.5668, -0.7650126, 1.2018117, 9.702618, 96.50764, -11.433411, -18.722534, -31.002808, 76.5668, 
0.9941559, -1.0192261, -0.1350708, 76.76822, -0.8173581, 1.3052053, 9.684976, 96.63654, -16.741943, -28.326416, -27.877808, 76.76822, 
-3.2172089, 1.4826813, 0.28146362, 76.969635, -0.8222169, 1.3088706, 9.68407, 96.894356, -14.460754, -13.795471, -33.491516, 76.969635, 
-0.78215027, 1.2454834, 0.09954834, 77.17105, -0.9966531, 1.405308, 9.654128, 97.08967, -2.041626, 1.5228271, -27.890015, 77.17105, 
0.9910431, -0.7861786, 0.41819763, 77.37247, -1.4198173, 1.409954, 9.60034, 97.281075, -4.173279, -5.368042, -31.298828, 77.37247, 
1.9663391, -1.3201141, -0.013580322, 77.57168, -2.977053, 2.1885042, 9.083941, 97.47639, -12.922668, -15.843201, -31.13556, 77.57168, 
1.0371552, -0.7398224, -0.12901306, 77.773094, -3.4159465, 2.3393316, 8.889838, 97.66779, -16.574097, -27.488708, -28.041077, 77.773094, 
-3.382843, 0.98765564, 0.43292236, 77.97451, -3.2832444, 1.9007306, 9.043114, 97.863106, -13.005066, -16.729736, -30.264282, 77.97451, 
-0.94348145, 1.4526062, 0.23057556, 78.17593, -3.3275032, 1.838421, 9.039819, 98.05842, 0.11444092, -1.9439697, -29.411316, 78.17593, 
0.9581604, -0.80355835, -0.010421753, 78.37734, -3.3044417, 2.260328, 8.952205, 98.25373, -0.85601807, -8.151245, -30.223083, 78.37734, 
2.0562286, -1.3381805, 0.043395996, 78.57876, -3.302043, 2.4156802, 8.912429, 98.44514, -10.542297, -21.455383, -29.670715, 78.57876, 
1.0432281, -0.8701477, -0.1568451, 78.780174, -2.7303255, 2.7353265, 9.012974, 98.64045, -15.628052, -29.8172, -25.471497, 78.780174, 
-2.9276276, 0.5564728, 0.27522278, 78.98159, -1.4676148, 2.5543866, 9.353695, 98.89826, -13.554382, -19.210815, -31.733704, 78.98159, 
-1.22435, 1.3062439, 0.2924347, 79.18301, -1.1776204, 2.4050496, 9.433946, 99.08967, -0.82244873, -2.6870728, -32.928467, 79.18301, 
1.0204468, -0.5403595, 0.19406128, 79.38442, -1.1394702, 2.7020073, 9.357946, 99.28498, 1.5640259, -7.435608, -33.213806, 79.38442, 
1.6156769, -1.2688599, 0.071762085, 79.58584, -1.7940129, 2.9136772, 9.190342, 99.47639, -8.467102, -16.281128, -34.454346, 79.58584, 
1.2234192, -0.46598816, -0.2217102, 79.787254, -2.2208147, 3.0721545, 9.044348, 99.6717, -10.708618, -26.649475, -32.113647, 79.787254, 
-2.1323242, 0.3152008, 0.21807861, 79.98867, -1.7444476, 3.5495822, 8.973725, 99.86701, -11.58905, -18.341064, -32.914734, 79.98867, 
-2.0838013, 1.6039581, 0.28401184, 80.19009, -1.5260931, 4.0788813, 8.78659, 100.062325, -2.1621704, -1.6815186, -29.344177, 80.19009, 
0.9651642, -0.6153412, 0.051208496, 80.3915, -1.3857423, 4.2527328, 8.727221, 100.25373, 0.3616333, -6.3842773, -30.717468, 80.3915, 
1.8086548, -0.8185425, 0.14961243, 80.59292, -1.3736756, 4.206551, 8.751475, 100.44514, -6.729126, -14.019775, -33.110046, 80.59292, 
1.3534546, -0.71606445, -0.15150452, 80.794334, -1.3594972, 4.200728, 8.756485, 100.70295, -13.223267, -24.806213, -30.973816, 80.794334, 
-1.5997925, -0.15873718, 0.09158325, 80.99575, -1.3426018, 4.2807364, 8.720269, 100.89826, -15.5685425, -23.40393, -29.995728, 80.99575, 
-2.66362, 1.8219604, 0.060516357, 81.19717, -1.3929008, 4.429231, 8.637831, 101.08967, -9.997559, -2.267456, -29.934692, 81.19717, 
0.7046356, -0.13194275, 0.2793579, 81.39858, -1.397927, 4.404544, 8.649634, 101.28498, -2.6657104, -5.2001953, -30.484009, 81.39858, 
1.8764496, 0.37895203, 0.27478027, 81.6, -1.349018, 4.283495, 8.717925, 101.48029, -3.1677246, -11.399841, -30.647278, 81.6, 
1.119339, -0.56762695, 0.23764038, 81.801414, -1.3653421, 4.2280498, 8.742415, 101.6717, -10.542297, -21.11969, -32.276917, 81.801414, 
-0.8354645, -0.9963379, -0.32470703, 82.00283, -1.434095, 4.2464056, 8.722488, 101.86701, -16.42456, -21.90094, -30.500793, 82.00283, 
-3.2459564, -0.047058105, 0.20751953, 82.20425, -1.3846486, 4.1280036, 8.787077, 102.05842, -14.001465, -7.0373535, -30.206299, 82.20425, 
0.25306702, -1.5704346, 1.4781189, 82.40566, ,,,,-9.3688965, 0.16174316, -33.74176, 82.40566, 
0.8046417, -0.6818085, 0.5059204, 82.60708, ,,,,-17.915344, -2.7679443, -29.360962, 82.60708, 
0.40124512, -3.0670166, 0.9107666, 82.808495, ,,,,-27.801514, -4.194641, -16.47644, 82.808495, 
-0.051956177, -1.3186646, 1.8757629, 83.00991, ,,,,-28.933716, 1.8997192, -8.106995, 83.00991, 
-1.2256775, -0.65948486, 1.1495056, 83.21133, ,,,,-23.060608, 9.461975, -1.4068604, 83.21133, 
0.42233276, -0.7598419, 1.1704712, 83.41274, ,,,,-18.417358, 11.8927, 1.4419556, 83.41274, 
-0.5457306, -1.6182251, 2.371933, 83.61416, ,,,,-7.8445435, 18.65387, 1.9485474, 83.61416, 
1.099411, -3.7613373, 1.2170563, 83.815575, ,,,,4.588318, 22.129822, -0.95825195, 83.815575, 
1.3251343, 1.7353363, -0.13302612, 84.01699, ,,,,9.567261, 19.099426, -10.122681, 84.01699, 
-1.4259949, 0.007446289, -2.167633, 84.21841, ,,,,0.7949829, 24.946594, -5.357361, 84.21841, 
-0.4970398, -0.97473145, 1.4646454, 84.41982, ,,,,5.4473877, 37.10785, 5.8776855, 84.41982, 
0.38383484, 0.22105408, 0.6773834, 84.62124, ,,,,8.354187, 35.591125, 5.1483154, 84.62124, 
0.92362976, 0.08685303, -0.17633057, 84.822655, ,,,,11.529541, 35.231018, 1.260376, 84.822655, 
0.14454651, -0.37475586, -0.77775574, 85.02407, ,,,,4.9942017, 38.616943, -2.4230957, 85.02407, 
-0.41368103, 0.13848877, 0.20959473, 85.22549, ,,,,3.40271, 38.69934, 0.22583008, 85.22549, 
-0.85328674, -0.08628845, 1.0476227, 85.4269, ,,,,9.359741, 37.81433, 5.8685303, 85.4269, 
-0.79193115, -0.09718323, 1.1802826, 85.62832, ,,,,18.400574, 32.58362, 12.564087, 85.62832, 
0.42071533, 0.19726563, 0.6342163, 85.829735, ,,,,20.97168, 29.379272, 12.345886, 85.829735, 
0.1938324, 0.07119751, 0.7273102, 86.03115, ,,,,25.439453, 26.216125, 9.631348, 86.03115, 
-1.0839386, -0.21633911, 1.5860748, 86.23257, ,,,,30.299377, 17.669678, 14.355469, 86.23257, 
-1.0207367, 0.41560364, 2.2260437, 86.43398, ,,,,33.2489, -1.8707275, 15.235901, 86.43398, 
-1.2505188, -0.6227875, 1.8530884, 86.6354, ,,,,27.952576, -19.86847, 6.536865, 86.6354, 
0.32762146, 0.11503601, -0.033813477, 86.83649, ,,,,26.489258, -21.533203, 5.0186157, 86.83649, 
0.4369049, 0.040878296, -0.51789856, 87.0379, ,,,,26.539612, -21.206665, 9.104919, 87.0379, 
0.08404541, -0.09387207, -0.6313782, 87.23932, ,,,,30.906677, -14.889526, 8.258057, 87.23932, 
0.1764679, 0.0065460205, -0.2842865, 87.440735, ,,,,30.900574, -14.21814, 9.454346, 87.440735, 
0.003967285, 0.4983368, 0.43244934, 87.64215, ,,,,30.288696, -14.167786, 12.872314, 87.64215, 
0.1643219, 0.40795898, -0.07562256, 87.84357, ,,,,27.555847, -16.230774, 15.100098, 87.84357, 
0.16551208, -0.24972534, -0.29833984, 88.04498, ,,,,28.527832, -12.37793, 16.371155, 88.04498, 
0.25752258, -0.6848297, -0.50897217, 88.2464, ,,,,32.08008, -8.354187, 10.702515, 88.2464, 
1.0336761, 0.2937317, -0.50753784, 88.447815, ,,,,31.506348, -3.3828735, 9.997559, 88.447815, 
1.2066498, 0.22441101, -1.3721924, 88.64923, ,,,,30.882263, 4.673767, 11.715698, 88.64923, 
2.3517303, 1.5028839, 0.086257935, 88.85065, ,,,,27.890015, 12.257385, 16.403198, 88.85065, 
-0.8869934, -0.72636414, -0.1264801, 89.05206, ,,,,26.733398, 15.04364, 17.715454, 89.05206, 
-1.1455841, -1.2835541, -0.5133209, 89.25349, ,,,,28.915405, 13.493347, 8.117676, 89.25349, 
0.81555176, 0.90966797, 0.07254028, 89.4549, ,,,,28.393555, 15.106201, 10.050964, 89.4549, 
0.074417114, 0.3790741, 0.008621216, 89.65632, ,,,,26.968384, 15.859985, 13.749695, 89.65632, 
-0.48036194, -0.99443054, -0.25260925, 89.857735, ,,,,28.057861, 14.772034, 10.375977, 89.857735, 
-0.81559753, -1.2301941, -0.392807, 90.05915, ,,,,28.367615, 18.147278, 3.6651611, 90.05915, 
-0.19050598, -0.15177917, -0.15034485, 90.26057, ,,,,27.220154, 21.368408, 3.1082153, 90.26057, 
-0.26805115, 0.1764679, -0.00831604, 90.46198, ,,,,27.388, 22.14508, 3.2089233, 90.46198, 
-0.3214569, -0.08880615, -0.19299316, 90.6634, ,,,,27.792358, 20.004272, 5.232239, 90.6634, 
0.061523438, -0.06637573, -0.059539795, 90.864815, ,,,,26.835632, 21.992493, 4.382324, 90.864815, 
-0.010421753, -0.021759033, 0.02859497, 91.06623, ,,,,27.182007, 22.232056, 5.1071167, 91.06623, 
-0.056045532, 0.09451294, 0.23799133, 91.26765, ,,,,26.113892, 20.736694, 4.5776367, 91.26765, 
0.104599, 0.14085388, 0.16694641, 91.46906, ,,,,27.388, 19.128418, 7.118225, 91.46906, 
0.016342163, 0.046279907, 0.055282593, 91.67048, ,,,,27.767944, 18.269348, 6.097412, 91.67048, 
0.004486084, -0.012878418, -0.03894043, 91.871895, ,,,,27.19574, 17.955017, 6.3323975, 91.871895, 
-0.15792847, 0.0043182373, 0.015075684, 92.07331, ,,,,28.057861, 19.128418, 5.8151245, 92.07331, 
-0.14277649, -0.053085327, 0.037521362, 92.27473, ,,,,27.548218, 17.63916, 7.6141357, 92.27473, 
-0.042922974, -0.02180481, -0.0064086914, 92.47614, ,,,,27.890015, 18.960571, 6.954956, 92.47614, 
-0.059280396, -0.024475098, 0.023590088, 92.67756, ,,,,26.475525, 18.426514, 7.209778, 92.67756, 
-0.10461426, 0.00642395, 0.011505127, 92.878975, ,,,,28.089905, 18.525696, 7.347107, 92.878975, 
0.0024414063, -0.009338379, -0.010894775, 93.08039, ,,,,28.057861, 18.792725, 8.747864, 93.08039, 
0.047958374, 0.012512207, 0.09043884, 93.28181, ,,,,28.88794, 17.626953, 6.793213, 93.28181, 
-0.01499939, 0.020980835, 0.053604126, 93.48322, ,,,,28.668213, 17.20581, 6.941223, 93.48322, 
-0.016738892, 0.027542114, 0.07644653, 93.68464, ,,,,28.561401, 17.955017, 7.281494, 93.68464, 
0.43626404, -0.05596924, 0.70747375, 93.886055, ,,,,30.041504, 14.709473, 6.716919, 93.886055, 
-0.8914337, 0.03579712, 0.18586731, 94.08747, ,,,,32.08008, 8.403015, 8.096313, 94.08747, 
-0.26446533, 0.16497803, -0.5185852, 94.28889, ,,,,28.77655, 13.574219, 11.074829, 94.28889, 
-0.008453369, -0.28619385, 0.5532837, 94.4903, ,,,,29.968262, 12.591553, 8.19397, 94.4903, 
-0.52363586, 0.031951904, 0.2668457, 94.69172, ,,,,30.906677, 6.5597534, 9.887695, 94.69172, 
0.13796997, 0.033172607, -0.4985962, 94.893135, ,,,,31.010437, 9.7229, 9.135437, 94.893135, 
0.20318604, -0.049835205, -0.27104187, 95.09455, ,,,,30.340576, 12.432861, 8.018494, 95.09455, 
-0.15757751, 0.0041503906, -0.18695068, 95.29597, ,,,,28.895569, 12.593079, 8.584595, 95.29597, 
-0.029067993, 0.03842163, -0.19448853, 95.49738, ,,,,29.042053, 15.084839, 8.442688, 95.49738, 
-0.0026550293, 0.06628418, 0.051589966, 95.6988, ,,,,28.895569, 15.943909, 9.236145, 95.6988, 
-0.047561646, 0.0084991455, 0.1921997, 95.900215, ,,,,29.03595, 14.538574, 9.352112, 95.900215, 
0.054031372, -0.0076446533, 0.115737915, 96.10163, ,,,,29.985046, 13.346863, 8.503723, 96.10163, 
-0.0019226074, 0.024963379, 0.018066406, 96.30305, ,,,,30.404663, 12.089539, 9.399414, 96.30305, 
0.078048706, 0.021484375, 0.035949707, 96.50446, ,,,,30.767822, 13.066101, 8.189392, 96.50446, 
-0.025161743, 0.0023040771, 0.076049805, 96.70588, ,,,,29.67987, 11.8637085, 8.854675, 96.70588, 
0.0149383545, 0.1351471, 0.18154907, 96.907295, ,,,,29.901123, 12.593079, 9.561157, 96.907295, 
-0.06448364, 0.3940735, 0.26350403, 97.10871, ,,,,30.706787, 9.753418, 10.183716, 97.10871, 
0.27885437, 0.9269562, 0.6496124, 97.31013, ,,,,29.399109, 7.0632935, 16.89148, 97.31013, 
0.059814453, 0.3187561, 0.21559143, 97.51154, ,,,,28.994751, 4.295349, 20.559692, 97.51154, 
-0.22468567, -0.16383362, -0.24775696, 97.71296, ,,,,29.164124, 4.0786743, 19.66095, 97.71296, 
0.12528992, -0.03503418, -0.26800537, 97.914375, ,,,,28.225708, 6.225586, 19.334412, 97.914375, 
0.3637085, -0.09425354, -0.36169434, 98.11579, ,,,,27.119446, 10.069275, 18.782043, 98.11579, 
0.11679077, -0.0640564, -0.12136841, 98.31721, ,,,,27.73285, 12.666321, 16.65802, 98.31721, 
0.15475464, -0.5262604, 0.13822937, 98.51862, ,,,,30.220032, 10.681152, 15.70282, 98.51862, 
-0.098861694, -0.5213928, -0.1280365, 98.72004, ,,,,30.20935, 10.998535, 11.604309, 98.72004, 
-0.11450195, -0.15429688, 0.082733154, 98.921455, ,,,,32.08008, 12.089539, 10.702515, 98.921455, 
0.27734375, -0.030441284, -0.4397583, 99.12287, ,,,,29.989624, 15.499878, 8.288574, 99.12287, 
0.08843994, 0.43969727, 0.20007324, 99.32429, ,,,,29.598999, 16.513062, 10.148621, 99.32429, 
0.07725525, 0.13641357, -0.05822754, 99.5257, ,,,,30.06897, 15.777588, 11.354065, 99.5257, 
0.43670654, -0.43875122, -0.42149353, 99.72712, ,,,,28.35083, 18.089294, 8.0078125, 99.72712, 
0.325531, -0.32580566, -0.41984558, 99.928535, ,,,,26.046753, 20.803833, 2.8823853, 99.928535, 
0.084503174, -0.06341553, -0.032043457, 100.12995, ,,,,27.294922, 22.453308, 1.197815, 100.12995, 
-0.06980896, 0.029266357, 0.09793091, 100.33137, ,,,,27.723694, 20.55664, 1.9058228, 100.33137, 
-0.0022888184, 0.030700684, 0.057632446, 100.53278, ,,,,27.052307, 21.809387, 1.9058228, 100.53278, 
0.010925293, 0.05418396, 0.102890015, 100.7342, ,,,,27.670288, 21.295166, 3.0166626, 100.7342, 
0.06652832, 0.09489441, 0.057678223, 100.935616, ,,,,27.856445, 19.26117, 2.6885986, 100.935616, 
-0.045776367, 0.012237549, 0.03488159, 101.13703, ,,,,27.723694, 20.469666, 4.512024, 101.13703, 
-0.03994751, -0.036117554, -0.051834106, 101.33845, ,,,,27.227783, 19.630432, 4.008484, 101.33845, 
-0.007888794, -6.1035156E-5, -0.04748535, 101.53986, ,,,,28.393555, 20.469666, 3.8604736, 101.53986, 
-0.037368774, 0.010787964, -0.021072388, 101.74128, ,,,,27.386475, 21.307373, 2.557373, 101.74128, 
-0.06758118, -0.0043029785, 0.066833496, 101.942696, ,,,,27.359009, 20.439148, 3.7704468, 101.942696, 
-0.056854248, 7.4768066E-4, 0.03186035, 102.14411, ,,,,26.550293, 20.301819, 4.675293, 102.14411,
